CO_ID;DATA;CL_ID;CL_GENERO;CL_EC;CL_FHL;CL_SEG;QTD_ITENS_DISTINTOS;QTD_UNIDADES;QTD_CATEGORIAS_DISTINTAS
823069;2022-04-22;224;M;4;0;B;72;78;7
823137;2022-04-22;913;M;3;4;C;31;37;5
823204;2022-04-22;29;M;2;0;B;22;23;5
823295;2022-04-22;211;M;2;1;B;53;56;6
823373;2022-04-22;801;M;1;4;B;67;77;6
823399;2022-04-22;457;M;3;0;C;55;60;6
823449;2022-04-22;909;M;3;0;B;60;70;6
823509;2022-04-22;868;M;4;0;B;47;51;6
823603;2022-04-22;559;F;3;1;A;19;20;4
823609;2022-04-22;191;M;3;0;B;44;46;6
823659;2022-04-22;731;M;3;4;B;57;65;6
823749;2022-04-22;757;F;4;3;C;14;16;4
823843;2022-04-22;252;M;2;2;B;49;58;5
823844;2022-04-22;215;M;2;4;B;42;44;5
823910;2022-04-22;516;M;1;0;C;25;26;6
823947;2022-04-22;76;M;3;0;A;64;75;6
823988;2022-04-22;97;F;4;1;B;57;62;5
824019;2022-04-22;533;F;4;0;A;19;19;5
824052;2022-04-22;583;F;2;0;B;3;3;1
824089;2022-04-22;824;F;1;0;B;54;57;6
824145;2022-04-22;264;F;4;1;B;75;87;6
824179;2022-04-22;370;M;1;4;B;75;89;5
824238;2022-04-22;450;M;1;0;B;69;85;6
824282;2022-04-22;914;M;2;4;B;9;10;3
824318;2022-04-22;266;F;3;3;B;31;34;5
824346;2022-04-22;287;F;1;0;B;36;38;5
824445;2022-04-22;229;M;2;2;C;23;25;4
824492;2022-04-22;398;F;4;1;B;54;61;6
824544;2022-04-22;78;M;1;0;B;16;17;6
824637;2022-04-22;522;M;1;2;A;68;89;6
824662;2022-04-22;340;M;3;4;B;2;2;2
824747;2022-04-22;174;M;4;3;C;45;48;6
824828;2022-04-22;569;M;1;1;A;10;10;4
824906;2022-04-22;736;M;1;0;C;59;68;6
824918;2022-04-22;966;F;4;2;B;21;22;5
824956;2022-04-22;871;F;1;3;C;46;54;5
825025;2022-04-22;209;F;4;0;B;16;17;4
825078;2022-04-22;444;F;2;0;B;42;46;5
825087;2022-04-22;592;F;2;0;C;61;75;6
825180;2022-04-22;619;M;4;1;B;71;78;7
825274;2022-04-22;735;F;4;0;B;3;3;2
825364;2022-04-22;950;M;3;0;C;73;87;6
825435;2022-04-22;963;M;3;0;B;59;70;6
825508;2022-04-22;16;M;1;4;C;68;82;5
825602;2022-04-22;485;M;3;3;B;66;80;5
825651;2022-04-22;634;F;2;0;C;69;83;7
825729;2022-04-22;619;M;4;1;B;61;70;5
825754;2022-04-22;623;F;3;0;C;1;1;1
825798;2022-04-22;932;M;4;1;B;48;54;5
825879;2022-04-22;910;M;2;2;B;5;6;2
825907;2022-04-22;279;M;1;2;B;48;55;6
825920;2022-04-22;667;F;4;0;C;60;70;6
825966;2022-04-22;733;M;4;0;B;8;8;3
826042;2022-04-22;149;M;1;3;A;32;38;5
826133;2022-04-22;312;M;1;0;A;62;73;5
826162;2022-04-22;427;M;3;0;B;41;46;6
826221;2022-04-22;234;M;3;4;B;29;31;4
826292;2022-04-22;385;F;2;0;B;1;1;1
826381;2022-04-22;55;F;3;0;B;46;50;4
826412;2022-04-22;8;F;3;0;B;40;46;7
826418;2022-04-22;556;F;4;0;B;1;1;1
826488;2022-04-22;437;F;2;1;C;10;11;3
826509;2022-04-22;994;M;4;0;C;45;54;6
826588;2022-04-29;188;M;2;2;B;29;31;6
826634;2022-04-29;119;F;3;2;B;42;48;6
826724;2022-04-29;318;M;1;2;B;35;37;4
826744;2022-04-29;848;F;5;3;A;12;12;4
826751;2022-04-29;645;F;4;0;B;46;49;5
826846;2022-04-29;692;F;4;0;B;45;50;6
826924;2022-04-29;493;M;2;4;B;39;42;5
827007;2022-04-29;64;F;4;0;B;39;42;4
827022;2022-04-29;573;F;1;0;C;59;71;6
827105;2022-04-29;991;F;2;2;C;21;22;4
827119;2022-04-29;312;M;1;0;A;24;28;6
827130;2022-04-29;703;M;1;3;B;69;89;6
827170;2022-04-29;407;F;3;3;A;66;78;6
827193;2022-04-29;641;F;4;0;C;21;22;4
827197;2022-04-29;233;M;3;0;B;31;31;5
827275;2022-04-29;555;M;4;3;A;26;29;6
827299;2022-04-29;696;M;2;0;B;31;32;4
827344;2022-04-29;513;F;4;3;B;65;77;6
827365;2022-04-29;272;M;4;3;C;43;44;4
827428;2022-04-29;737;F;2;1;C;22;24;3
827500;2022-04-29;252;M;2;2;B;49;54;6
827541;2022-04-29;73;M;1;0;A;35;39;6
827587;2022-04-29;938;M;1;4;B;72;80;6
827614;2022-04-29;311;F;4;0;C;61;68;6
827663;2022-04-29;472;M;2;1;C;41;51;5
827754;2022-04-29;540;F;2;0;C;19;20;6
827767;2022-04-29;19;F;2;2;C;72;87;7
827802;2022-04-29;399;F;4;1;C;34;35;5
827897;2022-04-29;259;M;1;1;B;7;7;4
827980;2022-04-29;684;F;3;0;C;21;21;5
827993;2022-04-29;25;M;4;1;C;6;6;2
828068;2022-04-29;562;F;3;0;B;16;16;5
828087;2022-04-29;965;M;3;0;B;46;56;6
828160;2022-04-29;636;M;2;2;B;23;24;4
828230;2022-04-29;960;F;4;2;B;33;37;6
828235;2022-04-29;878;F;4;3;C;29;33;5
828317;2022-04-29;61;M;1;2;B;39;43;5
828327;2022-04-29;565;F;1;2;B;65;75;5
828334;2022-04-29;175;M;1;0;B;28;31;5
828388;2022-04-29;962;M;3;4;B;43;48;6
828458;2022-04-29;296;F;1;3;B;10;11;3
828486;2022-04-29;973;F;4;0;B;21;24;4
828531;2022-04-29;249;F;4;0;B;32;33;6
828581;2022-04-29;475;F;4;3;B;59;67;6
828644;2022-04-29;8;F;3;0;B;57;66;6
828710;2022-04-29;874;F;3;3;B;46;47;6
828758;2022-04-29;521;F;1;0;A;68;76;6
828832;2022-04-29;706;F;2;0;A;75;87;6
828853;2022-04-29;322;M;2;0;B;51;60;6
828868;2022-04-29;360;M;4;0;B;27;28;6
828910;2022-04-29;935;F;2;0;B;75;88;6
828911;2022-04-29;925;M;2;0;C;29;31;5
828958;2022-04-29;166;F;1;0;B;27;29;5
828978;2022-04-29;56;F;2;3;B;39;41;4
829046;2022-04-29;934;F;2;2;B;45;51;6
829086;2022-04-29;440;F;4;0;C;71;86;6
829123;2022-04-29;355;M;3;4;B;35;37;5
829138;2022-04-29;389;F;3;0;C;60;69;7
829178;2022-04-29;693;F;4;0;B;15;16;6
829260;2022-04-29;72;F;2;0;A;14;14;5
829284;2022-04-29;972;M;4;0;C;12;12;3
829348;2022-04-29;30;M;4;0;B;1;1;1
829392;2022-04-29;975;F;3;0;B;37;39;5
829393;2022-04-29;585;F;2;4;B;60;69;5
829447;2022-04-29;686;F;3;2;A;61;76;5
829456;2022-04-29;401;M;1;4;C;16;17;3
829494;2022-04-29;426;F;3;0;C;56;64;6
829569;2022-04-29;476;M;3;0;C;5;5;3
829613;2022-04-29;176;F;2;0;B;14;15;4
829668;2022-04-29;968;F;1;0;B;3;3;2
829691;2022-04-29;573;F;1;0;C;19;19;6
829788;2022-04-29;706;F;2;0;A;48;51;6
829815;2022-04-29;410;F;3;3;B;45;52;7
829912;2022-04-29;704;F;2;0;C;3;3;2
829915;2022-04-29;670;M;4;0;C;12;13;4
829992;2022-04-29;258;F;1;0;B;63;75;6
830074;2022-04-29;237;F;4;3;C;32;39;5
830163;2022-04-30;79;F;2;0;C;41;47;6
830260;2022-04-30;233;M;3;0;B;72;85;7
830309;2022-04-30;742;M;1;1;C;62;71;6
830319;2022-04-30;861;M;3;0;B;18;18;4
830334;2022-04-30;69;M;4;3;A;60;67;6
830359;2022-04-30;960;F;4;2;B;32;32;5
830411;2022-04-30;407;F;3;3;A;1;1;1
830414;2022-04-30;302;F;4;3;C;24;28;5
830480;2022-04-30;444;F;2;0;B;46;51;5
830494;2022-04-30;644;M;1;0;C;3;3;2
830540;2022-01-05;983;F;4;0;C;65;77;7
830632;2022-01-05;412;M;2;0;B;63;72;5
830665;2022-01-05;518;F;1;0;B;59;73;6
830737;2022-01-05;502;M;4;0;C;13;13;2
830833;2022-01-05;636;M;2;2;B;14;14;6
830895;2022-01-05;414;F;1;0;B;1;1;1
830964;2022-01-05;812;F;2;0;A;18;19;6
831023;2022-01-05;289;F;3;4;C;12;13;5
831095;2022-01-05;155;F;2;0;B;61;69;6
831188;2022-01-05;807;M;1;3;B;40;42;6
831211;2022-01-05;472;M;2;1;C;59;67;7
831293;2022-01-05;738;M;1;0;C;19;20;5
831373;2022-01-05;492;F;2;1;C;50;56;6
831402;2022-01-05;396;F;1;0;B;11;13;5
831449;2022-01-05;569;M;1;1;A;42;45;6
831523;2022-01-05;242;F;4;0;B;72;88;6
831609;2022-01-05;693;F;4;0;B;58;65;5
831683;2022-01-05;131;F;2;0;C;40;43;6
831723;2022-01-05;550;M;4;0;B;35;40;6
831740;2022-01-05;846;F;4;3;C;4;5;2
831750;2022-01-05;2;M;3;0;B;20;20;6
831798;2022-01-05;969;M;1;3;B;31;32;5
831854;2022-01-05;334;M;3;0;C;54;60;6
831891;2022-01-05;6;F;2;0;B;63;67;6
831959;2022-01-05;636;M;2;2;B;2;2;1
831977;2022-01-05;214;F;4;0;B;43;44;6
832040;2022-01-05;496;F;2;0;B;43;45;5
832136;2022-01-05;905;M;1;0;B;6;6;3
832193;2022-01-05;796;M;2;3;B;81;87;5
832280;2022-01-05;570;F;4;1;C;15;17;6
832282;2022-01-05;910;M;2;2;B;12;12;3
832305;2022-01-05;526;M;2;2;B;63;76;7
832323;2022-01-05;478;M;1;4;A;16;17;4
832388;2022-01-05;801;M;1;4;B;17;17;4
832394;2022-01-05;760;F;2;0;A;4;4;2
832492;2022-01-05;382;F;3;0;C;26;30;5
832542;2022-01-05;269;F;3;3;B;45;49;7
832640;2022-01-05;528;M;2;2;C;61;75;7
832731;2022-01-05;266;F;3;3;B;70;85;6
832806;2022-01-05;808;F;3;0;B;50;60;4
832807;2022-01-05;707;M;4;0;B;25;27;5
832847;2022-01-05;64;F;4;0;B;1;1;1
832895;2022-01-05;880;M;3;2;B;48;52;7
832912;2022-01-05;864;F;1;3;B;7;7;2
832926;2022-01-05;576;M;3;0;B;54;63;7
833019;2022-01-05;648;M;1;0;B;15;16;4
833097;2022-01-05;549;M;2;3;C;55;63;5
833128;2022-01-05;61;M;1;2;B;42;46;5
833169;2022-01-05;477;F;4;0;B;26;29;6
833195;2022-01-05;255;M;4;0;B;2;2;2
833228;2022-01-05;366;M;3;4;B;31;35;6
833287;2022-01-05;599;F;1;4;C;41;47;5
833309;2022-01-05;739;F;2;3;B;53;61;6
833377;2022-01-05;353;M;1;2;B;63;74;5
833402;2022-01-05;157;M;1;1;C;29;29;5
833500;2022-01-05;404;M;4;0;B;17;18;5
833519;2022-01-05;607;F;2;0;B;32;33;4
833618;2022-01-05;881;F;5;1;C;60;66;7
833663;2022-01-05;542;M;3;1;B;7;7;3
833730;2022-01-05;45;M;2;0;A;55;62;5
833777;2022-01-05;14;M;1;3;B;54;58;6
833869;2022-01-05;665;M;1;4;B;46;50;6
833950;2022-01-05;93;F;2;0;C;58;65;6
834033;2022-01-05;977;M;1;0;C;37;44;4
834064;2022-01-05;579;F;3;0;B;9;9;4
834075;2022-01-05;799;M;4;3;C;29;35;5
834115;2022-01-05;127;F;4;2;C;18;18;4
834134;2022-01-05;752;M;3;0;C;42;46;6
834159;2022-01-05;964;M;2;0;B;66;75;7
834230;2022-01-05;997;M;5;2;C;34;35;4
834304;2022-01-05;113;F;3;0;B;61;69;5
834382;2022-01-05;716;F;4;0;C;29;30;6
834386;2022-01-05;882;F;4;1;B;39;44;6
834431;2022-01-05;591;M;4;1;B;5;5;2
834474;2022-01-05;571;F;2;0;B;64;75;6
834476;2022-01-05;639;M;2;0;C;8;8;3
834484;2022-01-05;234;M;3;4;B;73;89;7
834540;2022-01-05;854;F;5;1;C;46;54;5
834619;2022-01-05;170;F;4;2;B;62;77;5
834709;2022-01-05;364;F;4;2;C;51;61;6
834804;2022-01-05;755;M;3;4;B;65;76;6
834894;2022-01-05;905;M;1;0;B;60;68;6
834930;2022-01-05;224;M;4;0;B;64;72;6
834960;2022-01-05;811;M;2;1;B;35;36;6
834966;2022-01-05;747;M;1;0;B;41;48;6
835023;2022-01-05;664;M;3;1;B;76;87;5
835100;2022-01-05;948;M;4;0;C;43;48;5
835110;2022-01-05;637;F;1;0;B;63;70;7
835133;2022-01-05;88;F;1;0;B;32;35;6
835195;2022-01-05;997;M;5;2;C;25;26;5
835208;2022-01-05;550;M;4;0;B;58;76;5
835250;2022-01-05;810;M;1;0;B;72;87;6
835303;2022-01-05;36;F;3;0;C;58;66;7
835328;2022-01-05;289;F;3;4;C;12;13;4
835405;2022-01-05;363;F;1;0;B;65;88;7
835493;2022-01-05;479;F;1;0;B;69;80;5
835544;2022-01-05;927;M;1;1;C;68;80;7
835556;2022-01-05;227;F;3;0;C;13;13;4
835655;2022-05-05;343;F;1;0;B;15;15;4
835701;2022-05-05;200;F;3;0;B;42;46;5
835789;2022-05-05;923;F;2;4;C;72;88;7
835842;2022-05-05;323;M;1;3;B;67;79;6
835910;2022-05-05;373;F;4;2;B;63;72;6
836005;2022-05-05;530;F;1;0;A;20;20;5
836038;2022-05-05;534;M;4;1;C;51;57;6
836054;2022-05-05;954;F;4;2;B;34;40;5
836074;2022-05-05;48;M;4;1;B;58;71;6
836154;2022-05-05;397;F;1;0;B;67;78;6
836216;2022-05-05;806;F;2;3;B;75;87;6
836309;2022-05-05;953;M;1;1;B;37;42;5
836335;2022-05-05;816;M;4;0;C;61;67;7
836418;2022-05-05;821;F;2;3;B;72;88;7
836501;2022-05-05;931;M;2;0;A;68;75;6
836550;2022-05-05;602;M;3;0;B;24;25;2
836584;2022-05-05;108;M;1;0;B;29;31;5
836660;2022-05-05;240;M;4;0;B;30;32;4
836702;2022-05-05;657;M;2;3;B;28;30;6
836756;2022-05-05;348;F;3;0;A;70;87;6
836817;2022-05-05;577;M;4;0;C;13;13;4
836829;2022-05-05;256;F;4;0;B;37;41;6
836833;2022-05-05;440;F;4;0;C;75;80;6
836859;2022-05-05;565;F;1;2;B;69;83;7
836939;2022-05-05;764;F;3;1;B;16;16;5
836948;2022-05-05;230;M;1;4;A;37;39;5
836980;2022-05-05;583;F;2;0;B;28;31;4
837002;2022-05-05;618;M;4;3;B;57;59;6
837089;2022-05-05;218;M;4;0;B;43;47;6
837171;2022-05-05;187;M;2;1;B;58;68;5
837217;2022-05-05;194;F;4;0;B;4;4;3
837262;2022-05-05;69;M;4;3;A;24;24;4
837279;2022-05-05;667;F;4;0;C;4;4;2
837349;2022-05-05;787;F;3;0;A;27;29;5
837368;2022-05-05;962;M;3;4;B;63;74;6
837405;2022-05-05;6;F;2;0;B;37;40;5
837457;2022-05-05;394;M;1;0;B;61;71;6
837530;2022-05-05;461;M;3;4;C;47;50;6
837566;2022-05-05;106;M;1;0;B;40;46;7
837635;2022-05-05;634;F;2;0;C;64;75;5
837721;2022-05-05;56;F;2;3;B;6;6;3
837810;2022-05-05;314;F;1;1;A;76;89;7
837852;2022-05-05;730;F;2;0;B;41;47;7
837928;2022-05-05;739;F;2;3;B;41;44;6
837934;2022-05-05;791;F;1;0;B;63;71;5
838017;2022-05-05;881;F;5;1;C;38;40;4
838088;2022-05-05;327;M;4;2;A;49;54;4
838093;2022-05-05;242;F;4;0;B;47;56;6
838190;2022-05-05;745;F;1;2;B;4;4;2
838235;2022-05-05;737;F;2;1;C;48;57;5
838258;2022-05-05;736;M;1;0;C;30;32;6
838264;2022-05-05;149;M;1;3;A;22;24;4
838287;2022-05-05;406;M;2;4;C;58;63;6
838383;2022-05-05;908;M;3;2;C;53;62;6
838407;2022-05-05;121;F;1;2;B;50;55;6
838490;2022-05-05;297;M;4;0;B;63;72;7
838520;2022-05-05;545;M;2;2;B;58;65;7
838588;2022-05-05;661;M;3;0;B;68;74;5
838656;2022-05-05;597;M;3;0;C;13;13;3
838692;2022-05-05;135;M;3;0;B;61;74;5
838722;2022-05-05;631;M;1;4;C;51;55;6
838798;2022-05-05;60;F;2;3;B;1;1;1
838800;2022-05-05;345;F;2;3;B;22;23;5
838837;2022-05-05;117;M;2;3;B;45;50;5
838922;2022-05-05;702;M;1;0;B;51;59;6
838940;2022-05-05;349;M;3;0;B;48;60;6
839012;2022-05-05;831;F;4;2;B;53;60;6
839049;2022-05-05;12;M;1;1;A;66;79;6
839147;2022-05-05;223;F;3;0;B;18;18;3
839158;2022-05-05;435;F;2;0;C;37;42;6
839249;2022-05-05;142;F;1;0;B;33;37;5
839336;2022-05-05;397;F;1;0;B;60;71;6
839390;2022-05-05;368;M;4;0;C;43;49;7
839402;2022-05-05;84;F;3;0;C;27;29;5
839465;2022-05-05;498;M;3;2;B;21;21;5
839539;2022-05-05;167;M;1;1;A;59;65;5
839561;2022-05-05;44;F;4;0;C;36;39;6
839653;2022-05-05;427;M;3;0;B;29;31;6
839654;2022-05-05;566;F;4;0;B;71;83;5
839701;2022-08-05;38;M;3;0;B;66;79;5
839709;2022-08-05;278;F;3;2;C;56;61;6
839721;2022-08-05;191;M;3;0;B;61;71;7
839747;2022-08-05;416;M;3;2;C;67;76;7
839832;2022-08-05;495;F;2;3;A;65;74;5
839928;2022-08-05;542;M;3;1;B;35;38;5
839978;2022-08-05;291;F;3;0;C;5;5;1
839996;2022-08-05;627;M;3;1;B;33;41;4
840084;2022-08-05;99;F;1;4;C;6;6;4
840107;2022-08-05;62;F;2;0;B;28;29;6
840189;2022-08-05;271;F;4;0;B;54;64;7
840266;2022-08-05;284;M;4;1;B;54;62;6
840302;2022-08-05;273;M;4;0;C;13;14;4
840332;2022-08-05;258;F;1;0;B;56;66;7
840334;2022-08-05;620;M;2;0;B;39;44;5
840368;2022-08-05;353;M;1;2;B;4;4;3
840445;2022-08-05;212;F;2;1;B;42;46;5
840513;2022-08-05;395;F;4;1;B;13;14;5
840559;2022-08-05;776;F;2;0;B;7;7;4
840593;2022-08-05;111;M;2;4;C;64;73;6
840650;2022-08-05;112;M;4;0;B;38;39;5
840668;2022-08-05;404;M;4;0;B;66;74;7
840748;2022-08-05;978;F;3;0;C;73;86;5
840802;2022-08-05;282;M;2;0;B;53;59;6
840811;2022-08-05;4;M;4;0;B;27;30;4
840870;2022-08-05;508;F;3;0;B;17;17;3
840961;2022-08-05;908;M;3;2;C;14;14;5
840986;2022-08-05;408;F;4;0;B;66;78;6
841010;2022-08-05;143;F;1;4;B;39;44;6
841025;2022-08-05;58;M;2;2;B;62;78;5
841032;2022-08-05;87;M;3;2;A;25;29;6
841051;2022-08-05;220;M;1;0;B;40;42;5
841134;2022-08-05;425;F;3;0;B;28;29;6
841173;2022-08-05;161;M;5;2;B;73;85;5
841272;2022-08-05;804;F;4;3;B;10;10;4
841300;2022-08-05;98;M;1;0;B;71;88;6
841324;2022-08-05;151;F;1;0;B;27;28;6
841367;2022-08-05;769;F;3;3;C;56;63;6
841448;2022-08-05;862;M;4;0;B;30;31;3
841483;2022-08-05;768;F;4;0;B;58;61;6
841552;2022-08-05;721;M;3;2;C;72;81;6
841568;2022-08-05;369;F;3;4;C;5;5;2
841617;2022-08-05;218;M;4;0;B;35;39;4
841656;2022-08-05;8;F;3;0;B;59;67;7
841679;2022-08-05;698;F;2;0;B;68;84;7
841765;2022-08-05;827;M;4;0;B;2;2;1
841826;2022-08-05;244;M;4;0;B;73;87;6
841924;2022-08-05;31;F;1;0;C;6;6;3
841963;2022-08-05;711;M;4;2;B;39;44;5
841973;2022-08-05;515;M;4;0;A;52;57;4
842024;2022-08-05;832;F;1;0;B;63;70;5
842045;2022-08-05;34;M;2;0;C;38;40;4
842124;2022-08-05;41;M;3;0;C;14;14;5
842216;2022-08-05;240;M;4;0;B;38;42;5
842258;2022-08-05;414;F;1;0;B;54;63;5
842295;2022-08-05;87;M;3;2;A;58;66;6
842380;2022-08-05;521;F;1;0;A;50;60;6
842463;2022-08-05;919;F;2;0;C;57;68;6
842519;2022-08-05;911;F;2;0;B;29;30;5
842598;2022-08-05;464;M;2;2;B;32;35;5
842645;2022-08-05;755;M;3;4;B;39;43;5
842734;2022-08-05;912;F;4;0;C;8;8;3
842794;2022-08-05;598;F;4;0;B;71;81;5
842821;2022-08-05;307;M;1;0;B;68;77;5
842872;2022-08-05;239;M;4;2;C;6;6;2
842956;2022-08-05;497;M;3;0;B;35;46;6
842976;2022-08-05;483;M;1;0;C;6;6;3
843074;2022-08-05;299;F;3;1;C;49;51;4
843132;2022-08-05;253;F;4;1;B;26;28;5
843140;2022-08-05;18;M;4;0;C;65;74;6
843203;2022-08-05;335;F;3;0;C;10;10;3
843207;2022-08-05;440;F;4;0;C;24;25;4
843232;2022-08-05;616;F;1;2;C;9;9;5
843303;2022-08-05;265;M;2;3;B;54;64;6
843376;2022-08-05;36;F;3;0;C;45;48;5
843468;2022-08-05;783;F;1;0;B;14;14;4
843526;2022-08-05;507;F;3;2;B;27;29;5
843530;2022-08-05;79;F;2;0;C;62;70;6
843539;2022-08-05;639;M;2;0;C;12;12;3
843605;2022-08-05;920;F;5;3;B;49;55;6
843661;2022-08-05;46;F;4;1;B;65;80;6
843748;2022-08-05;225;M;4;0;C;26;27;4
843828;2022-08-05;253;F;4;1;B;49;59;6
843836;2022-08-05;371;F;4;0;B;34;36;6
843864;2022-08-05;752;M;3;0;C;9;9;4
843954;2022-08-05;642;M;2;3;B;66;76;7
843991;2022-08-05;594;F;3;1;C;39;42;5
844043;2022-08-05;285;M;3;0;B;18;18;4
844070;2022-08-05;451;M;3;0;C;33;34;5
844149;2022-08-05;691;M;4;0;B;35;39;4
844203;2022-08-05;13;M;2;1;B;66;76;6
844232;2022-08-05;785;M;1;4;C;6;6;4
844237;2022-08-05;368;M;4;0;C;55;62;6
844296;2022-08-05;834;M;3;3;B;59;65;5
844338;2022-08-05;113;F;3;0;B;64;73;7
844395;2022-08-05;332;F;3;4;C;67;77;4
844490;2022-08-05;916;F;3;4;C;71;85;6
844493;2022-12-05;733;M;4;0;B;54;60;6
844529;2022-12-05;510;F;4;0;B;13;13;3
844540;2022-12-05;562;F;3;0;B;15;15;3
844617;2022-12-05;48;M;4;1;B;66;73;6
844702;2022-12-05;8;F;3;0;B;11;11;3
844707;2022-12-05;826;F;2;0;C;68;76;5
844802;2022-12-05;419;F;2;1;B;15;17;5
844884;2022-12-05;68;F;2;1;A;52;60;6
844952;2022-12-05;318;M;1;2;B;62;69;7
844959;2022-12-05;512;M;4;0;B;51;58;5
845010;2022-12-05;863;F;1;4;B;2;2;2
845096;2022-12-05;986;M;4;0;B;23;24;4
845193;2022-12-05;455;F;2;0;C;20;24;3
845236;2022-12-05;907;M;3;1;B;44;48;5
845302;2022-12-05;532;F;2;3;B;42;47;5
845338;2022-12-05;782;M;3;3;B;66;76;7
845370;2022-12-05;189;F;3;4;C;11;11;3
845372;2022-12-05;119;F;3;2;B;46;49;6
845461;2022-12-05;67;M;1;0;B;22;24;5
845512;2022-12-05;883;M;1;0;B;54;59;5
845537;2022-12-05;834;M;3;3;B;14;15;2
845583;2022-12-05;706;F;2;0;A;11;11;4
845587;2022-12-05;470;M;3;1;B;20;21;6
845588;2022-12-05;871;F;1;3;C;53;57;5
845684;2022-12-05;342;M;3;0;B;64;81;6
845708;2022-12-05;639;M;2;0;C;67;79;6
845762;2022-12-05;399;F;4;1;C;63;70;5
845817;2022-12-05;209;F;4;0;B;17;18;4
845841;2022-12-05;902;F;2;1;B;32;34;5
845878;2022-12-05;707;M;4;0;B;69;87;5
845939;2022-12-05;783;F;1;0;B;41;49;5
845962;2022-12-05;349;M;3;0;B;62;68;5
845982;2022-12-05;300;F;1;3;C;71;85;5
846036;2022-12-05;696;M;2;0;B;71;85;6
846072;2022-12-05;958;M;2;3;B;44;50;6
846088;2022-12-05;78;M;1;0;B;60;74;5
846107;2022-12-05;242;F;4;0;B;37;42;5
846136;2022-12-05;992;F;2;0;B;23;23;5
846177;2022-12-05;746;M;3;0;C;62;69;6
846186;2022-12-05;893;F;1;0;B;25;26;6
846217;2022-12-05;945;F;2;3;B;68;82;6
846299;2022-12-05;749;F;4;1;B;18;18;5
846371;2022-12-05;843;F;5;1;C;39;44;5
846408;2022-12-05;36;F;3;0;C;59;69;7
846450;2022-12-05;421;M;3;3;C;46;50;5
846452;2022-12-05;370;M;1;4;B;39;40;5
846457;2022-12-05;826;F;2;0;C;42;43;7
846520;2022-12-05;232;M;3;1;B;7;7;4
846555;2022-12-05;82;F;1;1;C;54;62;6
846626;2022-12-05;340;M;3;4;B;46;49;6
846699;2022-12-05;220;M;1;0;B;24;27;6
846789;2022-12-05;655;M;2;0;B;6;6;3
846811;2022-12-05;599;F;1;4;C;46;50;6
846875;2022-12-05;708;F;2;2;B;1;1;1
846944;2022-12-05;285;M;3;0;B;26;31;5
846945;2022-12-05;843;F;5;1;C;24;28;5
846972;2022-12-05;823;M;5;3;B;64;80;7
847055;2022-12-05;732;F;3;4;B;50;57;7
847107;2022-12-05;251;F;2;0;C;6;6;3
847200;2022-12-05;79;F;2;0;C;64;75;5
847210;2022-12-05;837;F;2;0;C;14;14;5
847252;2022-12-05;442;F;3;2;B;30;32;4
847286;2022-12-05;800;M;1;0;C;42;46;6
847304;2022-12-05;3;F;4;0;B;32;34;5
847316;2022-12-05;647;M;1;0;C;22;23;5
847333;2022-12-05;83;M;1;4;B;30;31;5
847391;2022-12-05;280;M;4;3;B;81;89;5
847438;2022-12-05;633;F;3;0;C;52;59;5
847476;2022-12-05;151;F;1;0;B;61;69;6
847567;2022-12-05;221;F;1;0;B;6;6;2
847644;2022-12-05;557;F;2;0;A;38;44;5
847670;2022-12-05;503;F;2;1;B;56;62;5
847749;2022-12-05;810;M;1;0;B;57;68;5
847837;2022-12-05;199;M;3;3;B;40;42;6
847890;2022-12-05;50;M;4;0;B;72;84;6
847941;2022-12-05;842;M;5;2;B;14;15;3
847985;2022-12-05;793;M;1;3;B;61;69;6
848030;2022-12-05;177;F;3;2;C;71;78;6
848091;2022-12-05;677;M;4;0;B;43;52;6
848152;2022-12-05;137;F;4;1;B;8;9;4
848183;2022-12-05;486;M;4;0;B;43;47;5
848217;2022-12-05;964;M;2;0;B;67;86;6
848237;2022-12-05;746;M;3;0;C;56;64;6
848247;2022-12-05;200;F;3;0;B;40;43;6
848278;2022-12-05;544;F;2;0;B;71;82;7
848280;2022-12-05;136;F;2;1;B;38;40;6
848306;2022-12-05;896;M;3;0;B;22;25;5
848361;2022-12-05;793;M;1;3;B;2;2;2
848408;2022-12-05;526;M;2;2;B;57;67;7
848459;2022-12-05;301;F;3;0;C;14;14;4
848488;2022-12-05;911;F;2;0;B;35;39;5
848551;2022-12-05;173;F;1;0;B;58;73;6
848632;2022-12-05;621;F;4;0;B;21;22;5
848714;2022-12-05;286;M;4;0;B;32;34;5
848728;2022-12-05;274;M;1;1;B;64;76;6
848795;2022-05-17;920;F;5;3;B;66;83;6
848890;2022-05-17;359;F;1;0;B;45;49;7
848943;2022-05-17;875;F;1;0;B;40;45;5
848990;2022-05-17;907;M;3;1;B;72;76;6
849036;2022-05-17;122;M;3;3;B;69;85;6
849112;2022-05-17;635;F;4;0;B;50;56;6
849134;2022-05-17;262;M;1;2;B;13;13;4
849206;2022-05-17;273;M;4;0;C;39;41;5
849273;2022-05-17;437;F;2;1;C;60;65;6
849294;2022-05-17;458;F;3;4;C;6;6;3
849330;2022-05-17;550;M;4;0;B;4;4;3
849331;2022-05-17;101;F;1;0;C;75;87;5
849372;2022-05-17;367;F;1;0;A;28;30;6
849440;2022-05-17;972;M;4;0;C;22;23;4
849529;2022-05-23;224;M;4;0;B;65;72;5
